ID;en-de;de-de;tr-de;en-nz;en-es;es-es;en-it;it-it;..;..;..;..;..;..
506016;NA;NA;NA;NA;;;NA;NA;Status-LEDs;Status-LED;Durum-LED;Status-LEDs;Status-LED;Status-LED
506017;NA;NA;NA;NA;NA;NA;NA;NA;Power-LED;Power-LED;Power-LED;Power-LED;Power-LED;Power-LED
507001;Configuration;Konfiguration;Konfigürasyon;Configuration;Configuration;Configuración;Configuration;;Konfiguration;Configuration;Konfigürasyon;Konfiguration;Configuration;Configuration
507002;Save your settings, restore previously saved settings, and reset your EasyBox to its factory state.;Sichern Sie Ihre Einstellungen, stellen Sie vorher gespeicherte Konfigurationen her, oder führen Sie ein Rücksetzen auf Werkseinstellungen durch.;Ayarlarınızı kaydediniz, daha önce kaydetmiş olduğunuz konfigürasyonu tekrar oluşturunuz, veya fabrika ayarlarına sıfırlama işlemini gerçekleştiriniz.;Save your settings, restore previously saved settings, and reset your router to its factory state.;Save your settings, restore previously saved settings, and reset your router to its factory state.;Desde aquí puede guardar su configuración, restaurar una configuración previamente guardada y restaurar su router a su configuración por defecto.;Save your settings, restore previously saved settings, and reset your router to its factory state.;;Sichern Sie Ihre Einstellungen, stellen Sie vorher gespeicherte Konfigurationen her, oder führen Sie ein Rücksetzen auf Werkseinstellungen durch.;Save your settings, restore previously saved settings, and reset your EasyBox to its factory state.;Ayarlarınızı kaydediniz, daha önce kaydetmiş olduğunuz konfigürasyonu tekrar oluşturunuz, veya fabrika ayarlarına sıfırlama işlemini gerçekleştiriniz.;Sichern Sie Ihre Einstellungen, stellen Sie vorher gespeicherte Konfigurationen her, oder führen Sie ein Rücksetzen auf Werkseinstellungen durch.;Save your settings, restore previously saved settings, and reset your EasyBox to its factory state.;Save your settings, restore previously saved settings, and reset your PlusBox to its factory state.
507003;Your EasyBox can save one version of your configuration internally, or you can save your configuration to a computer or network location. We recommend to save your last configuration settings internally onto the EasyBox . You can alternatively save a different configuration to a computer or network location.;Ihre EasyBox kann eine Version Ihrer Konfiguration intern speichern, oder Sie speichern Ihre Konfiguration auf einem Computer. Wir empfehlen, die letzten Konfigurationseinstellungen intern auf der EasyBox zu speichern.;EasyBox cihazınız, konfigürasyonunuzun bir versiyonunu dahili olarak kaydedebilir, veya konfigürasyonunuzu bir bilgisayar üzerinde kaydediniz. Yaptığınız son konfigürasyon ayarlarını EasyBox cihazında dahili olarak kaydetmenizi öneriyoruz.;Your EasyBox can save one version of your configuration internally, or you can save your configuration to a computer or network location. We recommend to save your last configuration settings internally onto the EasyBox . You can alternatively save a different configuration to a computer or network location.;Your router can save one version of your configuration internally, or you can save your configuration to a computer or network location.;Su router puede guardar una versión de la configuración internamente, o se puede guardar la configuración en un equipo o ubicación de red. ;Your EasyBox can save one version of your configuration internally, or you can save your configuration to a computer or network location. We recommend to save your last configuration settings internally onto the EasyBox . You can alternatively save a different configuration to a computer or network location.;;Ihre EasyBox kann Ihre Konfiguration auf einem Computer sichern. Wir empfehlen, bei Änderungen der Konfigurationseinstellungen zuvor immer eine Sicherung auf ihrem Computer zu speichern.;Your EasyBox can save your configuration to a computer. We recommend to always save your last changed settings to a computer.;"EasyBox yapılandırma ayarlarını cihazınıza veya bir bilgisayarda 
kaydedebilizsiniz. EasyBox üzerinde en son yapılandırma ayarlarını kaydetmenizi öneririz.";Ihre EasyBox kann Ihre Konfiguration auf einem Computer sichern. Wir empfehlen, bei Änderungen der Konfigurationseinstellungen zuvor immer eine Sicherung auf ihrem Computer zu speichern.;Your EasyBox can save your configuration to a computer. We recommend to always save your last changed settings to a computer.;Your PlusBox will create a daily and weekly backup of your configuration and save it internally, or you can save your configuration to a computer or network location.
507004;Save Configuration;Konfiguration speichern;Konfigürasyonu kaydet;Save Configuration;Save Configuration;Guardar configuración;Save Configuration;;Konfiguration;Configuration;Yapılandırma;Konfiguration;Configuration;Configuration
507005;Quick save to EasyBox (previous save will be lost);Schnelles Speichern in der EasyBox (Letzte Speicherung wird gelöscht);EasyBox cihazı içinde hızlı kaydetme (daha önce kaydedilen bilgiler silinir);Quick save to EasyBox (previous save will be lost);Quick save to router (previous save will be lost);Guardar en el router (se perderá la versión anterior);Quick save to EasyBox (previous save will be lost);;Schnelles Speichern in der EasyBox (Letzte Speicherung wird gelöscht);Quick save to EasyBox (previous save will be lost);EasyBox cihazı içinde hızlı kaydetme (daha önce kaydedilen bilgiler silinir);Schnelles Speichern in der EasyBox (Letzte Speicherung wird gelöscht);Quick save to EasyBox (previous save will be lost);Quick save to EasyBox 
507006;Save to computer with password protection;Speichern auf Computer mit Kennwortschutz;Bilgisayar üzerinde şifre korumalı olarak kaydetme;Save to computer with password protection;Save to computer with password protection;Guardar en el PC con protección por contraseña;Save to computer with password protection;;Speichern auf Computer mit Kennwortschutz;Save settings to computer with password protection;Bilgisayar üzerinde şifre korumalı olarak kaydetme;Speichern auf Computer mit Kennwortschutz;Save settings to computer with password protection;Save to computer with password protection
507007;Restore a Saved Configuration;Eine gespeicherte Konfiguration wiederherstellen;Kaydedilmiş olan bir konfigürasyonu tekrar oluştur;Restore a Saved Configuration;Restore a Saved Configuration;Restaurar una configuración guardada;Restore a Saved Configuration;;Eine gespeicherte Konfiguration wiederherstellen;Restore a saved configuration;Kaydedilmiş olan bir konfigürasyonu tekrar oluştur;Eine gespeicherte Konfiguration wiederherstellen;Restore a saved configuration;Restore a saved configuration
507008;Restore from the latest configuration saved on the EasyBox.;Wiederherstellen von der zuletzt auf der EasyBox gespeicherten Konfiguration;EasyBox cihazı üzerinde son kaydedilen konfigürasyonu tekrar oluştur;Restore from the latest configuration saved on the EasyBox.;Restore from the latest configuration saved on the router.;Restaurar la última configuración guardada en el router;Restore from the latest configuration saved on the EasyBox.;;Wiederherstellen von der zuletzt auf der EasyBox gespeicherten Konfiguration;Restore settings from the latest configuration saved on the EasyBox.;EasyBox cihazı üzerinde son kaydedilen konfigürasyonu tekrar oluştur;Wiederherstellen von der zuletzt auf der EasyBox gespeicherten Konfiguration;Restore settings from the latest configuration saved on the EasyBox.;Restore from a configuration saved to a computer
507009;Restore from a configuration saved to a computer.;Wiederherstellen von einer auf Ihrem Computer gespeicherten Datei;Bilgisayarınız üzerinde kayıtlı olan bir dosyadan tekrar oluştur;Restore from a configuration saved to a computer.;Restore from a configuration saved to a computer.;Restaurar una configuración guardada en un PC;Restore from a configuration saved to a computer.;;Wiederherstellen einer Konfiguration;Restore settings from a configuration saved on a computer;Bilgisayarınız üzerinde kayıtlı olan bir dosyadan oluştur;Wiederherstellen einer Konfiguration;Restore settings from a configuration saved on a computer;Restore from the latest configuratino saved on the PlusBox
507010;Reset to Factory Settings;Zurücksetzen auf Werkseinstellungen;Fabrika ayarlarına sıfırla;Reset to Factory Settings;Reset to Factory Settings;Restablecer los valores de fábrica;Reset to Factory Settings;;Werkseinstellungen;Factory Settings;Fabrika ayarlarına sıfırla;Werkseinstellungen;Factory Settings;Factory Settings
507011;Clicking Reset allows you to restore your EasyBox to its factory default settings and will also force it to restart.;Wenn Sie hier klicken, wird Ihre EasyBox auf die Werkseinstellungen zurückgesetzt, und ein Neustart durchgeführt;Eğer burayı tıklarsanız, EasyBox cihazınız fabrika ayarlarına sıfırlanır ve cihaz yeniden başlatılır.;Clicking Reset allows you to restore your EasyBox to its factory default settings and will also force it to restart.;Clicking Reset allows you to restore your router to its factory default settings and will also force it to restart.;Hacer clic en Reset le permite restaurar su router a los valores de fábrica;Clicking Reset allows you to restore your EasyBox to its factory default settings and will also force it to restart.;;Wenn Sie hier klicken, wird Ihre EasyBox auf die Werkseinstellungen zurückgesetzt, und ein Neustart durchgeführt;Reset restores the factory default settings of your EasyBox and forces a restart.;Eğer burayı tıklarsanız, EasyBox cihazınız fabrika ayarlarına sıfırlanır ve cihaz yeniden başlatılır.;Wenn Sie hier klicken, wird Ihre EasyBox auf die Werkseinstellungen zurückgesetzt, und ein Neustart durchgeführt;Reset restores the factory default settings of your EasyBox and forces a restart.;Restore from latest configuration saved on the PlusBox
507012;Save to EasyBox;Auf EasyBox sichern;EasyBox´a kaydet;Save to EasyBox;Save to Router;Guardar en el router;Save to EasyBox;;Auf EasyBox sichern;Save to EasyBox;EasyBox´a kaydet;Auf EasyBox sichern;Save to EasyBox;Save to PlusBox
507013;Save to Computer;Auf Computer sichern;Bilgisayara kaydet;Save to Computer;Save to Computer;Guardar en PC;Save to Computer;;Speichern;Save;Bilgisayara kaydet;Speichern;Save;Save to Computer
507014;From EasyBox;Von der EasyBox;EasyBox cihazından;From EasyBox;From Router;Desde el router;From EasyBox;;Von der EasyBox;From EasyBox;EasyBox cihazından;Von der EasyBox;From EasyBox;From PlusBox
507015;From Computer;Vom Computer;Bilgisayardan;From Computer;From Computer;Desde el PC;From Computer;;Laden;Load;Bilgisayardan yükle;Laden;Load;From Computer
507016;Save Configuration to EasyBox;Konfiguration in der EasyBox sichern;Konfigürasyonu EasyBox içinde kaydet;Save Configuration to EasyBox;Save Configuration to router;Guardar configuración en el router;Save Configuration to EasyBox;;Konfiguration in der EasyBox sichern;Save Configuration to EasyBox;Konfigürasyonu EasyBox içinde kaydet;Konfiguration in der EasyBox sichern;Save Configuration to EasyBox;Save Configuration to PlusBox
507017;Please add a comment describing this configuration.;Bitte geben Sie einen Kommentar zur Beschreibung Ihrer Konfigurationsdatei hier ein.;Konfigürasyon dosyanızı açıklayıcı bir yorumu lütfen buraya yazınız.;Please add a comment describing this configuration.;Please add a comment describing this configuration.;Por favor agregue un comentario que describa esta configuración.;Please add a comment describing this configuration.;;Bitte geben Sie einen Kommentar zur Beschreibung Ihrer Konfigurationsdatei hier ein.;Please add a comment describing this configuration.;Konfigürasyon dosyanızı açıklayıcı bir yorumu lütfen buraya yazınız.;Bitte geben Sie einen Kommentar zur Beschreibung Ihrer Konfigurationsdatei hier ein.;Please add a comment describing this configuration.;Please add a comment describing this configuration.
