ID;en-de;de-de;tr-de;en-nz;en-es;es-es;en-it;it-it;..;..;..;..;..;..
813021;NA;NA;NA;NA;"Connect the supplied white cable with gray
ADSL tags into the gray ADSL port on your
Router and then into the ADSL port on the white line filter box, as
shown in the picture
on the left.";Conecte un extremo del cable con las pestañas grises al puerto ADSL en la parte trasera del router;NA;NA;NA;NA;NA;NA;NA;NA
813022;NA;NA;NA;NA;Connect the white line filter box to the telephone wall jack.;Conecte el otro extremo en la roseta de la pared. Al finalizar, pulse siguiente.;NA;NA;NA;NA;NA;NA;NA;NA
813023;NA;NA;NA;NA;Internet connection;Conexión a Internet;NA;NA;NA;NA;NA;NA;NA;NA
813024;NA;NA;NA;NA;"Instead of a Fibre connection we have
detected an ADSL connection.";Se ha detectado una conexión de ADSL en lugar de una de fibra óptica.;NA;NA;NA;NA;NA;NA;NA;NA
813025;NA;NA;NA;NA;"1. To proceed ADSL connection select ADSL
and next.";Para continuar con la configuración de ADSL, pulse Siguiente.;NA;NA;NA;NA;NA;NA;NA;NA
813026;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
813027;NA;NA;NA;NA;Checking the set up of your internet connection...;Comprobando la conexión a Internet ...;NA;NA;NA;NA;NA;NA;NA;NA
813028;NA;NA;NA;NA;"Instead of a ADSL Broadband connection we
have detected a Fibre connection.";Se ha detectado una conexión de fibra en lugar de una de ADSL.;NA;NA;NA;NA;NA;NA;NA;NA
813029;NA;NA;NA;NA;"1. To proceed Fibre connection select Fibre
and next.";Para continuar con la configuración de fibra óptica, pulse Siguiente.;NA;NA;NA;NA;NA;NA;NA;NA
813030;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
813031;NA;NA;NA;NA;"Sorry, we haven’t been able to detect your
internet connection and we can’t continue the
set up.";"Conexión a Internet fallida. 

Por favor, siga las instrucciones que se indican a la derecha para intentar establecer la conexión.";NA;NA;NA;NA;NA;NA;NA;NA
813032;NA;NA;NA;NA;"To make sure things are set up correctly, try this simple
troubleshooting tip:";Compruebe lo siguiente:;NA;NA;NA;NA;NA;NA;NA;NA
813033;NA;NA;NA;NA;"Check that the white cable with the grey LAN tags is correctly
connected from the gray ADSL port on the back of your
Router to the ADSL port on the white line filter box.";Compruebe que el cable con las etiqueta gris ADSL está conectado entre una roseta en la pared y el puerto ADSL del Router. para ver un esquema, pulsa en Diagrama.;NA;NA;NA;NA;NA;NA;NA;NA
813034;NA;NA;NA;NA;Remove any extension cables, plugs or filters and connect the modem directly to the wall jack.;Elimine cualquier cable adicional, conector o filtro y conecte el router como se indica arriba;NA;NA;NA;NA;NA;NA;NA;NA
813035;NA;NA;NA;NA;Check that you have received confirmation by email or TXT from Vodafone that your Broadband connection is activated. If you haven´t, then your services may not be activated yet.;Compruebe que ha recibido la confirmación por correo electrónico o TXT de Vodafone que su conexión de banda ancha se ha activado. Si no es así sus servicios pueden no estar activado todavía.;NA;NA;NA;NA;NA;NA;NA;NA
813036;NA;NA;NA;NA;Then click the Retry button.;Si ya ha verificado lo anterior, pulse Reintentar.;NA;NA;NA;NA;NA;NA;NA;NA
813037;NA;NA;NA;NA;Still having problems?;Si el problema persiste, contacte con el servicio de asistencia técnica de Vodafone.;NA;NA;NA;NA;NA;NA;NA;NA
813038;NA;NA;NA;NA;"Our teams are here to help you, simply give us a call on:
";"Nuestros equipos están aquí para ayudarle, simplemente llamenos a:
";NA;NA;NA;NA;NA;NA;NA;NA
813039;NA;NA;NA;NA;123 - for residential support.;123 - para apoyo residencial.;NA;NA;NA;NA;NA;NA;NA;NA
813040;NA;NA;NA;NA;"122 - for business
support.";122 - para apoyo a empresas;NA;NA;NA;NA;NA;NA;NA;NA
813041;NA;NA;NA;NA;Retry;Reintentar;NA;NA;NA;NA;NA;NA;NA;NA
813042;NA;NA;NA;NA;Skip;Omitir;NA;NA;NA;NA;NA;NA;NA;NA
813043;NA;NA;NA;NA;"You have now completed the steps you need to
set up your connection.";Ha completado los pasos necesarios para configurar su conexión.;NA;NA;NA;NA;NA;NA;NA;NA
813044;NA;NA;NA;NA;When you finish the activation wizard your interest services will activate shortly after.;Cuando finalice el asistente de configuración su conexión a internet se activará en breve.;NA;NA;NA;NA;NA;NA;NA;NA
813045;NA;NA;NA;NA;To set up your WiFi connection click Next.;Para configurar conexiones WiFi, pulse Siguiente;NA;NA;NA;NA;NA;NA;NA;NA
813046;NA;NA;NA;NA;WiFi Connection;Conexión WiFi;NA;NA;NA;NA;NA;NA;NA;NA
813047;NA;NA;NA;NA;Cancel;Cancelar;NA;NA;NA;NA;NA;NA;NA;NA
813048;NA;NA;NA;NA;WPS Pairing...;Emparejando por WPS ...;NA;NA;NA;NA;NA;NA;NA;NA
813049;NA;NA;NA;NA;"Within 120 seconds please push the pairing
button on the device you want to pair with.";Durante los próximos 120 segundos presione el botón WPS del dispositivo que quiere configurar;NA;NA;NA;NA;NA;NA;NA;NA
813050;NA;NA;NA;NA;Pairing;Emparejando;NA;NA;NA;NA;NA;NA;NA;NA
813051;NA;NA;NA;NA;"Please check your bottom of the device. There is
WiFi network name and password for your
connection on the lable.";Por favor, compruebe la parte trasera del dispositivo, donde encontrará una pegatina que contiene el nombre de la red WiFi y la contraseña necesarios para configurar los dispositivos que se conectarán mediate WiFi;NA;NA;NA;NA;NA;NA;NA;NA
813052;NA;NA;NA;NA;"Use your device's wireless software to find and conncect to your Vodafone Station. It will appear on
your device using the WiFi Network name(SSID)
displayed on the lable.
Select your WiFi network from the list. You will thenbe prompted to enter the WiFi Password (WPA key)to secure your connection.";En el dispositivo inalámbrico a conectar haga una búsqueda de redes WiFi. Seleccione la red cuyo nombre coincida con la Red WiFi del Router (SSID), e introduzca la clave.;NA;NA;NA;NA;NA;NA;NA;NA
813053;NA;NA;NA;NA;Welcome to Vodafone Router;Bienvenido a Router Vodafone;NA;NA;NA;NA;NA;NA;NA;NA
813054;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
813055;NA;NA;NA;NA;"You'll now be able to access your vodafone Broadband
connection wirelessly.";Ahora podrá acceder a su conexión de internet vía WiFi.;NA;NA;NA;NA;NA;NA;NA;NA
813056;NA;NA;NA;NA;WiFi Setup;Configuración WiFi;NA;NA;NA;NA;NA;NA;NA;NA
813057;NA;NA;NA;NA;WPS;WPS;NA;NA;NA;NA;NA;NA;NA;NA
813058;NA;NA;NA;NA;Please try again or skip;Por favor inténtelo de nuevo u omita;NA;NA;NA;NA;NA;NA;NA;NA
813059;NA;NA;NA;NA;Pairing Failed;Emparejamiento incorrecto;NA;NA;NA;NA;NA;NA;NA;NA
813060;NA;NA;NA;NA;Please try again or skip;Por favor inténtelo de nuevo u omita;NA;NA;NA;NA;NA;NA;NA;NA
813061;NA;NA;NA;NA;Pairing Successful;Emparejamiento correcto;NA;NA;NA;NA;NA;NA;NA;NA
813062;NA;NA;NA;NA;"Your Vodafone Station has successfully paired
with another device.";"El dispositivo se ha conectado vía WiFi correctamente.
";NA;NA;NA;NA;NA;NA;NA;NA
813063;NA;NA;NA;NA;No WiFi device detected / Incorrect Password;No hay ningún dispositivo WiFi detectado / Contraseña incorrecta;NA;NA;NA;NA;NA;NA;NA;NA
813064;NA;NA;NA;NA;WiFi Device detected;El dispositivo se ha conectado vía WiFi correctamente.;NA;NA;NA;NA;NA;NA;NA;NA
813065;NA;NA;NA;NA;The device xxx is now connected to your WiFi network. Click Setup more to configure a new WiFi device or Next to continue to setup your phone.;"El dispositivo %s se ha conectado a la red WiFi. Para repetir el proceso con un nuevo dispositivo, pulse el botón Conectar otro.
Para continuar con el asistente, pulse Siguiente.

";NA;NA;NA;NA;NA;NA;NA;NA
813066;NA;NA;NA;NA;connect more;Conectar otro;NA;NA;NA;NA;NA;NA;NA;NA
813067;NA;NA;NA;NA;Troubleshooting tips:;Solución de problemas;NA;NA;NA;NA;NA;NA;NA;NA
813068;NA;NA;NA;NA;You can leave your phones as they are connected now (without the microfilter);Puede dejar todos tus teléfonos tal y como están ahora (sin microfiltro);NA;NA;NA;NA;NA;NA;NA;NA
813069;NA;NA;NA;NA;If you have just a phone you can connect it to the PHONE port;Si sólo tiene un teléfono puede conectarlo directamente al puerto PHONE del router.;NA;NA;NA;NA;NA;NA;NA;NA
813070;NA;NA;NA;NA;Connect your phone;Conexión de teléfonos;NA;NA;NA;NA;NA;NA;NA;NA
813071;NA;NA;NA;NA;You can leave your phones as they are connected now, just connecting a microfilter between phone a phone plug.;Puede dejar todos tus teléfonos donde están, incluyendo un microfiltro entre el teléfono y la roseta.;NA;NA;NA;NA;NA;NA;NA;NA
813072;NA;NA;NA;NA;You can connect a phone to the PHONE port of the router. In this case the microfilter is not required.;También puede conectar un teléfono directamente al puerto PHONE del Router. En este caso el microfiltro no es necesario.;NA;NA;NA;NA;NA;NA;NA;NA
813073;NA;NA;NA;NA;Finish;Fin del asistente;NA;NA;NA;NA;NA;NA;NA;NA
813074;NA;NA;NA;NA;You have successfully activated your Router.;Ha activado el router correctamente.;NA;NA;NA;NA;NA;NA;NA;NA
813075;NA;NA;NA;NA;"You are now ready to use the full functionality
of the Vodafone ADSL Router.";Ya puede disfrutar de los servicios de Vodafone ADSL.;NA;NA;NA;NA;NA;NA;NA;NA
813076;NA;NA;NA;NA;Done;Fin;NA;NA;NA;NA;NA;NA;NA;NA
813077;NA;NA;NA;NA;Diagram;Diagrama;NA;NA;NA;NA;NA;NA;NA;NA
813078;NA;NA;NA;NA;"To connect more WiFi device click the setup
more button.";"Para conectar otros dispositivos WiFi pulse el botón 
Conectar otro.
";NA;NA;NA;NA;NA;NA;NA;NA
813079;NA;NA;NA;NA;To continue the setup wizard click next.;"Para continuar con el asistente, pulse Siguiente.
";NA;NA;NA;NA;NA;NA;NA;NA
813080;NA;NA;NA;NA;Setup more;Conectar otro;NA;NA;NA;NA;NA;NA;NA;NA
813081;NA;NA;NA;NA;"The router couldn`t connect to any WiFi device.
Please click retry to try connecting again.";El router no pudo conectarse con ningún dispositivo WiFi. Inténtelo de nuevo pulsando reintentar;NA;NA;NA;NA;NA;NA;NA;NA
813082;NA;NA;NA;NA;"The WiFi Password you have entered on your
WiFi device is not correct. Please input the
correct Password and click retry.";La contraseña WiFi introducida no es correcta. Por favor, introduzca la contraseña correcta y pulse reintentar.;NA;NA;NA;NA;NA;NA;NA;NA
813083;NA;NA;NA;NA;"If you want to skip the WiFi setup click skip, to
proceed with the installation wizard.";Pulse el botón Omitir para abandonar la configuración WiFI y continuar con el asistente.;NA;NA;NA;NA;NA;NA;NA;NA
813084;NA;NA;NA;NA;Internet;Internet;NA;NA;NA;NA;NA;NA;NA;NA
813085;NA;NA;NA;NA;Phone;Teléfono;NA;NA;NA;NA;NA;NA;NA;NA
813086;NA;NA;NA;NA;WiFi;WiFi;NA;NA;NA;NA;NA;NA;NA;NA
813087;NA;NA;NA;NA;WPS Pairing;Emparejando a través de WPS;NA;NA;NA;NA;NA;NA;NA;NA
813088;NA;NA;NA;NA;WiFi Name (SSID);Red WiFi (SSID);NA;NA;NA;NA;NA;NA;NA;NA
813089;NA;NA;NA;NA;vodafoneGHKI;vodafoneGHKI;NA;NA;NA;NA;NA;NA;NA;NA
813090;NA;NA;NA;NA;WiFi Password (WPA);Clave WiFi (WPA);NA;NA;NA;NA;NA;NA;NA;NA
813091;NA;NA;NA;NA;*****************;*****************;NA;NA;NA;NA;NA;NA;NA;NA
813092;NA;NA;NA;NA;display characters;mostrar caracteres;NA;NA;NA;NA;NA;NA;NA;NA
813093;NA;NA;NA;NA;Couldn‘t connect;Conexión WiFi fallida;NA;NA;NA;NA;NA;NA;NA;NA
813094;NA;NA;NA;NA;Incorrect Password;Clave incorrecta;NA;NA;NA;NA;NA;NA;NA;NA
813095;NA;NA;NA;NA;1. Click Connect button;1. Pulse Conectar.;NA;NA;NA;NA;NA;NA;NA;NA
813096;NA;NA;NA;NA;2. Enable inthe WiFi device the searching of WiFi networks using WPS;2. Active en ese momento en el dispositivo inalámbrico la búsqueda de redes WiFi mediante WPS.;NA;NA;NA;NA;NA;NA;NA;NA
813097;NA;NA;NA;NA;3. The connection will be done when the device appears as connected;"3. Cuando en el dispositivo aparezca ""conectado"", se habrá configurado la conexión.";NA;NA;NA;NA;NA;NA;NA;NA
813098;NA;NA;NA;NA;Checking WiFi binding;Comprobando conexión WiFi;NA;NA;NA;NA;NA;NA;NA;NA
813099;NA;NA;NA;NA;Connection failure. Check if your device supports WPS;La conexión ha fallado. Puede que el dispositivo no sea compatible con WPS.;NA;NA;NA;NA;NA;NA;NA;NA
813100;NA;NA;NA;NA;Click Retry button to try it again, or skip button to configure the Wifi device introducing manually the key;Pulse Reintentar para intentarlo de nuevo u Omitir para configurar el dispositivo WiFi por el método tradicional (mediante clave).;NA;NA;NA;NA;NA;NA;NA;NA
813101;NA;NA;NA;NA;The WiFi connection failed;La conexión WiFi ha fallado. ;NA;NA;NA;NA;NA;NA;NA;NA
813102;NA;NA;NA;NA;Wifi connection configured;Conexión WiFi establecida;NA;NA;NA;NA;NA;NA;NA;NA
813103;NA;NA;NA;NA;"Enter below your user name and password to
complete the activation of your ADSL lines. You
must use the username and password that was
sent in a letter and / or SMS.";"Introduzca el nombre de usuario y contraseña para completar la activación de su servicio ADSL
Debe utilizar el nombre de usuario y contraseña que ha recibido en la carta de bienvenida y / o SMS.";NA;NA;NA;NA;NA;NA;NA;NA
813104;NA;NA;NA;NA;Username;Nombre de usuario;NA;NA;NA;NA;NA;NA;NA;NA
813105;NA;NA;NA;NA;Password;Contraseña;NA;NA;NA;NA;NA;NA;NA;NA
814001;NA;NA;NA;NA;"Please press „Start Setup“ to run through the
setup wizard.";"Por favor, pulse ""Empezar"" para comenzar la configuración.";NA;NA;NA;NA;NA;NA;NA;NA
814002;NA;NA;NA;NA;To log in into the Router press Log in.;Para iniciar la sesión, presione en Log in;NA;NA;NA;NA;NA;NA;NA;NA
814003;NA;NA;NA;NA;Start Setup;Empezar;NA;NA;NA;NA;NA;NA;NA;NA
814004;NA;NA;NA;NA;Login;Login;NA;NA;NA;NA;NA;NA;NA;NA
814005;NA;NA;NA;NA;Activation in progress...;El router se está configurando...;NA;NA;NA;NA;NA;NA;NA;NA
814006;NA;NA;NA;NA;Please don‘t turn off the router;Por favor, no apagues el router en este momento...;NA;NA;NA;NA;NA;NA;NA;NA
815001;NA;NA;NA;NA;Insert modem into router;Inserte el modem en el router;NA;NA;NA;NA;NA;NA;NA;NA
815002;NA;NA;NA;NA;Enter PIN;Introduzca el PIN;NA;NA;NA;NA;NA;NA;NA;NA
815003;NA;NA;NA;NA;Connect;Conectar;NA;NA;NA;NA;NA;NA;NA;NA
815004;NA;NA;NA;NA;Connecting;Conectando;NA;NA;NA;NA;NA;NA;NA;NA
815005;NA;NA;NA;NA;Connected;Conectado;NA;NA;NA;NA;NA;NA;NA;NA
815006;NA;NA;NA;NA;Disconnecting;Desconectando;NA;NA;NA;NA;NA;NA;NA;NA
815007;NA;NA;NA;NA;Enter PUK;Introduzca el PUK;NA;NA;NA;NA;NA;NA;NA;NA
815008;NA;NA;NA;NA;Create new PIN;Cree un nuevo PIN;NA;NA;NA;NA;NA;NA;NA;NA
815009;NA;NA;NA;NA;SIM blocked;SIM bloqueada;NA;NA;NA;NA;NA;NA;NA;NA
815010;NA;NA;NA;NA;Connection;Conexión;NA;NA;NA;NA;NA;NA;NA;NA
815011;NA;NA;NA;NA;Download Speed;Velocidad de descarga;NA;NA;NA;NA;NA;NA;NA;NA
815012;NA;NA;NA;NA;Upload Speed;Velocidad de subida;NA;NA;NA;NA;NA;NA;NA;NA
815013;NA;NA;NA;NA;Downloaded Data;Datos descargados;NA;NA;NA;NA;NA;NA;NA;NA
815014;NA;NA;NA;NA;Uploaded Data;Datos subidos;NA;NA;NA;NA;NA;NA;NA;NA
815015;NA;NA;NA;NA;Uptime;Tiempo de actividad;NA;NA;NA;NA;NA;NA;NA;NA
815016;NA;NA;NA;NA;Insert the SIM into the modem.;Inserte la SIM en el modem;NA;NA;NA;NA;NA;NA;NA;NA
815017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
815018;NA;NA;NA;NA;Insert the modem into the router.;Inserte el modem en el router;NA;NA;NA;NA;NA;NA;NA;NA
815019;NA;NA;NA;NA;Deactivate PIN;Desactive el PIN;NA;NA;NA;NA;NA;NA;NA;NA
815020;NA;NA;NA;NA;The PIN you entered was incorrect. Please enter the correct PIN. You have %s attempt(s) left.;El PIN introducido es incorrecto. Por favor introduzca el PIN correcto. Quedan %s intentos.;NA;NA;NA;NA;NA;NA;NA;NA
815021;NA;NA;NA;NA;Your SIM has been blocked. Please enter the PUK to unlock your SIM.;Su SIM ha sido bloqueada. Por favor introduzca el PUK para desbloquear su SIM.;NA;NA;NA;NA;NA;NA;NA;NA
815022;NA;NA;NA;NA;The PUK you entered was incorrect. Please enter the correct PUK. You have %s attempt(s) left.;El PUK introducido es incorrecto. Por favor introduzca el PUK correcto. Quedan %s intentos.;NA;NA;NA;NA;NA;NA;NA;NA
815023;NA;NA;NA;NA;Please create a new PIN for your UMTS SIM card.;Por favor cree un nuevo PIN para su tarjeta SIM;NA;NA;NA;NA;NA;NA;NA;NA
815024;NA;NA;NA;NA;New PIN;Nuevo PIN;NA;NA;NA;NA;NA;NA;NA;NA
815025;NA;NA;NA;NA;Repeat new PIN;Repita el nuevo PIN;NA;NA;NA;NA;NA;NA;NA;NA
815026;NA;NA;NA;NA;Your SIM has been blocked. Contact Vodafone Hotline 22155 for customer, or 22555 for soho (607100155 from outside of Vodafone network, 607100255 para soho);"Su SIM ha sido bloqueada permanentemente. Llame al Servicio de Asistencia
Técnica 22155 para particulares, o al 22555 si
eres una empresa (607100155 desde fuera de la
red Vodafone, 607100255 para empresas)";NA;NA;NA;NA;NA;NA;NA;NA
815027;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
815028;NA;NA;NA;NA;Disconnect;Desconectar;NA;NA;NA;NA;NA;NA;NA;NA
815029;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;NA
816001;Login currently blocked.;Der Login ist zurzeit gesperrt;Kayıt şu anda devre dışı;NA;NA;NA;NA;NA;Die Anmeldung ist zurzeit gesperrt;Login currently blocked.;Kayıt şu anda devre dışı;Die Anmeldung ist zurzeit gesperrt;Login currently blocked.;Login currently blocked.
816002;Next try in %s seconds possible;Nächster Anmeldeversuch in %s Sekunden möglich;%s saniye içinde birdaha deneyin;NA;NA;NA;NA;NA;Nächster Anmeldeversuch in %s Sekunden möglich.;Next try in %s seconds possible.;%s saniye içinde birdaha deneyin;Nächster Anmeldeversuch in %s Sekunden möglich.;Next try in %s seconds possible.;Next try in %s seconds possible.
816003;NA;NA;NA;NA;NA;NA;NA;NA;Die Aktivierung mit Ihrer EasyBox war leider nicht erfolgreich. <br />Bitte folgen Sie dem nächsten Schritt und versuchen Sie später noch einmal die Aktivierung durchzuführen.;The activation of your EasyBox was not successful.<br />Please continue with the next step and run the activation later again.;EasyBox´a girişiniz başarısızdı. <br/>Lütfen devam edin ve daha sonra girişi birdaha deneyin.;Die Aktivierung mit Ihrer EasyBox war leider nicht erfolgreich. <br />Bitte folgen Sie dem nächsten Schritt und versuchen Sie später noch einmal die Aktivierung durchzuführen.;The activation of your EasyBox was not successful.<br />Please continue with the next step and run the activation later again.;The activation of your PlusBox was not successful.<br />Please continue with the next step and run the activation later again.
816004;NA;NA;NA;NA;NA;NA;NA;NA;Keine Internet verbindung verfügbar.;There is no internet connection.;"Internet 
bağlantısı yok";Keine Internet verbindung verfügbar.;There is no internet connection.;There is no internet connection.
816005;NA;NA;NA;NA;NA;NA;NA;NA;Der Firmware Upgrade Prozess hat ein Problem festgestellt. Bitte versuchen Sie es erneut.;Firmware upgrade encountered an issue. Please try again.;Firmware güncellemesinde problem var. Lütfen tekrar deneyin.;Der Firmware Upgrade Prozess hat ein Problem festgestellt. Bitte versuchen Sie es erneut.;Firmware upgrade encountered an issue. Please try again.;Firmware upgrade encountered an issue. Please try again.
817001;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Please check the cabeling between the PlusBox and the DSL Line.
817002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;DSL check failed
817003;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;From Computer
817004;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Now you can decide to restore the configuration of the <br> PlusBox. This step is optional.
817005;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Restore a configuration stored <br> on a computer.
817006;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Now you can decide to restore the configuration of the <br> PlusBox. This step is optional.
817007;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;WiFi network
817008;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;WiFi name (SSID) 
817009;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Protection Mode
817010;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;WiFi password
817011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Please type a new PlusBox password to access the <br> Settings
817012;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;You have successfully activated your PlusBox. You are now <br> ready to use the full functionality of the PlusBox
817013;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Wrong MIC
817014;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;The inserted PluxBox Installation Code is not complete - Please enter the PluxBox installation Code again.
817015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Invalid MIC
817016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Please register all 22 indications in accordance with the welcome letter!
817017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Activation in progress
817018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Please do not turn off the PluxBox during activation
817019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;The Provisioning Server is not reachable.
817020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Checking DSL line status
817021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Your PlusBox is now contacting the Vodafone network
817022;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Activation
817023;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;The activation of your PlusBox was successful. <br> Please continue with the next step.
817024;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;The PlusBox supports the industry-wide WiFi standards, <br> enabling easy wireless connection of your devices.
817025;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Follow these quick setup steps and get started in a few minutes.
817026;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
817027;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
817028;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
817029;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
817030;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
817031;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
817032;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
817033;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
817034;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
817035;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
817036;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
817037;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
817038;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
817039;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
817040;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;
